,采购项目名称,品目,采购单位,行政区域,公告时间,获取招标文件时间,招标文件售价,获取招标文件的地点,开标时间,开标地点,预算金额,项目联系人,项目联系电话,采购单位地址,采购单位联系方式,代理机构名称,代理机构地址,代理机构联系方式,附件1,附件2,Date,本项目招标公告日期,中标日期,评审专家名单,总中标金额,提交文件截止时间,资格审查日期,获取谈判文件的地点,获取谈判文件的时间,获取磋商文件时间,获取磋商文件地点,响应文件递交时间,响应文件递交地点,响应文件开启时间,响应文件开启地点,采购人,采购人地址,采购人联系方式,成交日期,谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单,总成交金额,首次公告日期,更正日期,附件3,附件4,定标日期,评标委员会成员名单,报名时间,报名地点,附件5,谈判小组、询价小组成员名单及单一来源采购人员名单
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201712/t20171204_9270331.htm,赫章县县乡污水处理政府和社会资本合作项目（PPP)（三次）,,赫章县水务局,毕节市,2017年12月04日  10:24,,,,,,,杨先生,0851-85866404,贵州省毕节市赫章县城关镇解放东路振华大厦3楼,0857-3222822,云南招标股份有限公司,贵阳市南明区中华南路华坤发展大厦24楼,0851-85866404,,,2017年12月04日 10:24,2017年09月14日,2017年11月09日,罗金龙、刘天荣、禹建平、杨珊、周效宁、马其银、刘斌。,￥20000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201912/t20191202_13463326.htm,湄潭县城协育污水处理厂建设工程PPP项目社会资本采购（二次）,,湄潭县水务局,湄潭县,2019年12月02日  09:12, 2019年11月30日  09:00  至  2019年12月19日  17:00,￥0,登录遵义市公共资源交易中心交易新会员系统（http://ggzyjy.zunyi.gov.cn:88/ZYHY）获取。,2019年12月20日  13:30,"遵义市公共资源交易中心（遵义市新浦新区播州大道东100米,遵义市政务服务中心大楼9楼）",￥17425.050000万元（人民币）,杨鑫垚,18166738346,湄潭县双拥路,0851-23237659,贵州新阳光项目管理有限公司,贵阳市观山湖区诚信北路8号绿地联盛国际5号楼30层,18166738346,,,2019年12月02日 09:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201907/t20190731_12580912.htm,松桃自治县县城及五个乡镇污水处理工程PPP项目,,松桃自治县水务局,松桃苗族自治县,2019年07月31日  19:19, 2019年07月31日  09:00  至  2019年08月06日  17:00,￥300,登录全国公共资源交易平台（贵州省. 铜仁市）（www.jyzx.trs.gov.cn）下载采购文件,2019年08月23日  09:30,铜仁市公共资源交易中心松桃分中心,￥123868.010000万元（人民币）,罗培,15761662185,松桃自治县,13638144124,贵州兴五环招标有限公司,贵阳市瑞金北路1号,15761662185,,,2019年07月31日 19:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201812/t20181205_11273954.htm,铜仁市印江县石阡县城乡生活污水治理PPP项目,,铜仁市环境保护局,铜仁市,2018年12月05日  10:22,,,,,,,陈立华,13765626007,贵州省铜仁市,0856-5212277,广州市百业建设顾问有限公司,铜仁市共青路骏逸江山A栋15楼,13765626007,,,2018年12月05日 10:22,2018年08月28日,2018年12月05日,胡大勇、田毅、黄丽、秦文喜、田军、龙国胜、张连根,￥22490.250000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201809/t20180930_10815507.htm,思南县白鹭湖旅游度假区PPP项目,,贵州省思南白鹭湖国家湿地公园管理局,思南县,2018年09月30日  15:22,,,,,,,何朝辉,0851-85860389,思南县,0856-7228798,衡正国际工程咨询有限公司,贵阳市宝山南路观水馨苑B栋706,0851-85860389,,,2018年09月30日 15:22,2017年11月03日,2018年09月04日,杨茜显、邹山彪、李建华、汪牧、杨明强,￥312774.500000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201805/t20180511_9910151.htm,贵州省思南县县城新区河道治理PPP项目,,思南县水务局,思南县,2018年05月11日  09:22,,,,,,,何朝辉,0851-85860389,思南县思唐镇,0856-7223090,陕西衡正工程咨询有限公司,贵阳市宝山南路观水馨苑B栋706,null,,,2018年05月11日 09:22,,,,,2018年06月01日  10:30 ,"	2018年06月01日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201807/t20180730_10369000.htm,贵州省思南县县城新区河道治理PPP项目,,思南县水务局,思南县,2018年07月30日  09:25,,,,,,,何朝辉, 0851-85860389,思南县,0856-7223090,陕西衡正工程咨询有限公司,贵阳市宝山南路观水馨苑B栋706,0851-85860389,,,2018年07月30日 09:25,2018年06月20日,2018年07月13日,杨茜显、王琤、王安文、赵相坤、黄纠正,￥248474.85 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201804/t20180402_9733618.htm,贵州省黔南州福泉市城乡供水一体化PPP项目,,福泉市水务局,福泉市,2018年04月02日  10:48,,,,,,,吴豪,18585168388,福泉市,18585168388,贵州业盛工程项目管理有限公司,都匀市西苑大厦9楼C3,18285428192,,,2018年04月02日 10:48,,,,,,,,,,,,,,,,,,,,,2018年03月27日,2018年04月02日,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180426_9843190.htm,贵州省黔南州福泉市城乡供水一体化PPP项目,,福泉市水务局,福泉市,2018年04月26日  16:07, 2018年04月27日  09:00  至  2018年05月08日  17:00,￥300,登录黔南州公共资源电子交易系统（http://www.qnggzy.cn）,2018年05月16日  10:00,黔南州公共资源交易中心（都匀经济开发区黔南大道原黔南州农机校内）,￥103299万元（人民币）,吴豪,18585168388,福泉市,18585168388,贵州业盛工程项目管理有限公司,都匀市西苑大厦9楼C3,18285428192,,,2018年04月26日 16:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201909/t20190929_13016516.htm,福泉市工业园区污水处理工程设备采购,,贵州福泉经济开发区管理委员会,福泉市,2019年09月29日  14:31,,,,,,,向敏,18085097557,福泉市经济开发区,13037418176,贵州木林森招标造价咨询有限公司,贵州省贵阳市南明区花果园彭家湾花果园项目C区第9（贵阳国际中心3号）栋2单元15层3号房【花果园社区】,18085097557,,,2019年09月29日 14:31,2019年09月06日,2019年09月27日,王欣、朱英姿、何琼瑶、张义强、卿云光,￥565.420000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/201901/t20190115_11520896.htm,贵州省黔南州龙里县经济开发区2万吨污水处理及中水回用工程厂区1000KVA配电工程,,龙里县供排水总公司,龙里县,2019年01月15日  14:31,,,,,,￥75.120000万元（人民币）,胡珊,18375071911,龙里县,13638034128,山东瀚广建设项目管理有限公司,贵州省龙里县金龙路46号,18375071911,,,2019年01月15日 14:31,,,,,,,黔南州公共资源交易中心龙里县分中心（龙里县环北路交易中心12楼【群工中心旁】）,2019年01月16日  09:30  至  2019年01月18日  16:00,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201911/t20191122_13397633.htm,贵州省龙里县经济开发区2万吨污水处理及中水回用工程PPP项目,,龙里县水务局,龙里县,2019年11月22日  16:34,,,,,,,蒋工,18375112463,龙里县环北路,18375112463,广东华迪工程管理有限公司,贵阳市观山湖区美福苑1栋27楼02号,15285614158,,,2019年11月22日 16:34,,,,,,,,,,,,,,,,,,,,,2019年11月05日,2019年11月22日,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201609/t20160926_7362359.htm,贵州黔南州龙里县经济开发区2万吨污水处理及中水回用工程社会资本方,,龙里县水务局,龙里县,2016年09月26日  11:38,,,,,,,王小娟,0851-86577853/18685037559,龙里县冠山街道龙里县水务局,0854-5630794,贵州兴五环招标有限公司,贵阳市云岩区瑞金北路1号（紫林庵新华书店13楼）,0851-86577853/18685037559,,,2016年09月26日 11:38,2016年09月13日,2016年09月23日,唐玲、胡方敏、陈中屏、陇伟、黄洋,￥0 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201612/t20161207_7697827.htm,乌海经济开发区海勃湾工业园1万吨污水处理及中水回用工程PPP项目,工程/其他建筑工程,乌海经济开发区海勃湾工业园管理委员会,海勃湾区,2016年12月07日  17:40,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,内蒙古诚信招标代理有限责任公司,详见公告正文,详见公告正文,,,2016年12月07日 17:40,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181229_11445126.htm,贵州省黔西南州兴仁县麻沙河流域污水处理工程（二期）PPP项目,,兴仁市水务局,兴仁县,2018年12月29日  14:35, 2018年12月29日  15:30  至  2019年01月10日  17:00,￥300,贵州省公共资源交易中心网上获取（交易中心电话：0851-88309675，交易中心网址：http://www.gzsggzyjyzx.cn/）,2019年01月21日  11:00,贵州省公共资源交易中心,￥8550.000000万元（人民币）,张先生,18523185266,兴仁市兴仁大道东,18523185266,北京金准咨询有限责任公司,贵阳市贵阳科技大厦A座6楼,18801911075,,,2018年12月29日 14:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201712/t20171221_9375634.htm,网上报名成功，网上下载（点击此链接：http://www.qxnzjyzx.cn，可直接跳转到黔西南州公共资源交易中心网站）。,,安龙县水务局,安龙县,2017年12月21日  15:45,,,,,,,王世华,18608592005,安龙县安龙中心城,15186583048,贵州阳光工程建设咨询有限公司,网上报名成功，网上下载（点击此链接：http://www.qxnzjyzx.cn，可直接跳转到黔西南州公共资源交易中心网站）。,网上报名成功，网上下载（点击此链接：http://www.qxnzjyzx.cn，可直接跳转到黔西南州公共资源交易中心网站）。,,,2017年12月21日 15:45,,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201801/t20180117_9488889.htm,黔西南州公共资源交易中心，网上报名成功，网上下载（点击此链接：http://www.qxnzjyzx.cn/qxnztb/，可直接跳转到黔西南州公共资源交易中心网站）,,贞丰县住房和城乡建设局,贞丰县,2018年01月17日  11:02,,,,,,,王海霖,13984675945,贞丰县,13984675945,四川华通建设工程造价管理有限责任公司,黔西南州公共资源交易中心，网上报名成功，网上下载（点击此链接：http://www.qxnzjyzx.cn/qxnztb/，可直接跳转到黔西南州公共资源交易中心网站）,黔西南州公共资源交易中心，网上报名成功，网上下载（点击此链接：http://www.qxnzjyzx.cn/qxnztb/，可直接跳转到黔西南州公共资源交易中心网站）,,,2018年01月17日 11:02,,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201803/t20180323_9695057.htm,贞丰县污水处理及七星湖景区基础设施PPP项目（三次）,,贞丰县住房和城乡建设局,贞丰县,2018年03月23日  14:42,,,,,,,王海霖,13984675945,贞丰县,13984675945,四川华通建设工程造价管理有限责任公司,贵州省兴义市大商汇B3组团2号写字楼2601号,null,,,2018年03月23日 14:42,,,,,2018年04月18日  14:10 ,"	2018年04月18日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180601_10023987.htm,贞丰县污水处理及七星湖景区基础设施PPP项目（招标）,,贞丰县住房和城乡建设局,贞丰县,2018年06月01日  08:46, 2018年06月01日  09:00  至  2018年06月24日  11:00,￥300,黔西南州公共资源交易中心，网上报名成功，网上下载（点击此链接：http://www.qxnzjyzx.cn/qxnztb/，可直接跳转到黔西南州公共资源交易中心网站）,2018年06月25日  13:40,黔西南州公共资源交易中心二楼多功能厅二,￥101390.79万元（人民币）,王海霖,13984675945,贞丰县,13984675945,四川华通建设工程造价管理有限责任公司,贵州省兴义市大商汇B3组团2号写字楼2601号,0859-3226123    18985997505 ,,,2018年06月01日 08:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201708/t20170821_8722220.htm,监利（容城）城区污水处理厂二期工程PPP项目,服务/环境服务/水污染治理服务/污水治理及其再生利用服务,监利县住房和城乡建设局,监利县,2017年08月21日  23:31,,,,,,,严森,18607315721,监利县容城镇天府大道55号,刘少军，15572087208,北京金准咨询有限责任公司,北京市海淀区西直门北大街32号枫蓝国际中心A座1704室,严森，18607315721,,,2017年08月21日 23:31,2017年06月07日,,,,,,,,,,,,,,,,,2017年08月18日,张文辉 夏晓明 郭诗民 黎敏 杨华 吴爱平 吴克平 刘亚辉 张沈锋,￥8137.77 万元（人民币）,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/201611/t20161124_7628929.htm,,,,,,,,,,,,,,,,,,,,,2016年11月24日 16:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201612/t20161207_7705374.htm,满洲里市污水处理厂升级改造工程PPP项目竞争性磋商,服务/信息技术服务,满洲里市住房和城乡建设局,满洲里市,2016年12月07日  20:01,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,内蒙古招标有限责任公司,详见公告正文,详见公告正文,,,2016年12月07日 20:01,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201907/t20190726_12543200.htm,赤峰市元宝山区污水处理厂中水综合利用供水工程PPP项目,服务/科学研究和试验开发/工程学的研究和试验开发/水利工程研究服务,赤峰市元宝山区水利局,赤峰市,2019年07月26日  14:53,,,,,,,方可心、田云江,010-88019358-805、822,赤峰市元宝山区内环北路与宝山路交汇处,顾主任 0476-3559809,国信招标集团股份有限公司,北京市海淀区车公庄西路乙19号华通大厦B座北塔428室,方可心、田云江010-88019358-805、822,附件.rar,政采网中标结果公告.docx,2019年07月26日 14:53,2019年03月26日,2019年07月26日,马向东、杨萍、仲淑祎、梁颖、王玲玲、孙中宇、顾志杰,￥0.000000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201908/t20190829_12790953.htm,呼和浩特市辛辛板和章盖营污水处理厂深度处理工程PPP项目社会投资人（预）,工程/工程设备租赁（带操作员）,呼和浩特春华水务开发集团有限责任公司,呼和浩特市,2019年08月29日  18:30,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,呼和浩特市公共资源交易中心,详见公告正文,详见公告正文,,,2019年08月29日 18:30,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201907/t20190715_12457182.htm,新安县磁涧污水处理厂升级改造工程设备采购项目,,新安县水务发展集团有限公司,新安县,2019年07月15日  10:05,,,,,,,*,*,新安县老城隋州大街98号8楼,13837907575,德汇工程管理（北京）有限公司,洛阳市中州中路329号洛阳丹枫酒店14楼写字间1402室,0379-63217618,,,2019年07月15日 10:05,2019年07月02日,2019年07月15日,张魁（业主代表）、栾昉（组长）、洪丽雁,￥395.200000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201909/t20190924_12981980.htm,凌源市第二污水处理厂一期工程PPP项目,服务/其他服务,凌源市住房和城乡建设局,凌源市,2019年09月24日  18:38,,,,,,,魏立强,0421-6808019,辽宁省凌源市市府路东段6号建设大厦,张静 0421-6986060,辽宁合建项目管理咨询有限公司,沈阳市和平区青年大街386号华阳国际大厦22楼,宾华、蒋衍、任洪建 024-23180489-811,凌源市第二污水处理厂一期工程PPP项目资格预审公告.docx,凌源市第二污水处理厂一期工程PPP项目资格预审文件.doc,2019年09月24日 18:38,,,,,2019年10月22日  10:00 ,"	2019年10月22日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201811/t20181108_11064712.htm,辽东湾第二污水处理厂工程PPP项目,服务/环境服务/水污染治理服务/污水治理及其再生利用服务,盘锦辽东湾新区住房与城市建设局,辽宁省,2018年11月08日  15:35,,,,,,,宾华、蒋衍、郑婷、陈柳,024-23180489,盘锦辽东湾新区 ,联系人：劳琦博   联系电话：0427-3400070,辽宁合建招投标代理有限公司,沈阳市和平区青年大街386号华阳国际大厦22楼,联系人：宾华、蒋衍、郑婷、陈柳     联系电话：024-23180489,,,2018年11月08日 15:35,,,,,2018年11月30日  09:15 ,"	2018年11月30日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/ppp/jyal/201707/t20170710_8495935.htm,,,,,,,,,,,,,,,,,,,,,2017年07月10日  08:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201607/t20160712_7034034.htm,抚顺市三宝屯污水处理厂中水回用特许经营权项目,,抚顺市城市管理局,抚顺市,2016年07月12日  15:18,,,,,,,李鹏,024-53912595,抚顺市顺城区,吴化强    024-56614886,辽宁启运招投标服务有限公司,辽宁省抚顺市顺城区新华大街17-1号,李鹏  024-53912595,三宝屯污水处理厂中水回用资格预审公告.doc,,2016年07月12日 15:18,,,,,2016年08月02日  13:30 ,"	2016年08月02日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201611/t20161118_7598097.htm,抚顺市三宝屯污水处理厂中水回用特许经营权项目,服务/其他服务,抚顺市城市管理局,抚顺市,2016年11月18日  10:57,,,,,,,李鹏,024-53912595,抚顺市顺城区,吴化强    024-56614886,辽宁启运招投标服务有限公司,辽宁省抚顺市顺城区新华大街17-1号,李鹏  024-53912595,,,2016年11月18日 10:57,2016年07月12日,,,,,,,,,,,,,,,,,2016年11月17日,"评审小组名单：马明升、付素华、徐庆国、石桂珍、张阳、刘广凡、吴化强。
采购结果确认谈判工作组成员：李国强、张庆伟、吴晓光、朱吉丰、刘广凡、张阳、费春雷",￥0 万元（人民币）,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201608/t20160802_7130630.htm,抚顺市三宝屯污水处理厂中水回用特许经营权项目,服务/其他服务,抚顺市城市管理局,抚顺市,2016年08月02日  15:23,,,,,,,李鹏,024-53912595,抚顺市顺城区,吴化强    024-56614886,辽宁启运招投标服务有限公司,辽宁省抚顺市顺城区新华大街17-1号,李鹏  024-53912595,三宝屯污水处理厂中水回用资格预审公告更正后8.2.doc,,2016年08月02日 15:23,,,,,,,,,,,,,,,,,,,,,2016年07月12日,2016年08月02日,,,,,,,,
http://www.ccgp.gov.cn/ppp/zx/df/liaoning/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/oss/download?uuid=3306CE8B4F1E5A7AB69B95C0469A0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/ppp/llyj/201805/t20180524_9979956.htm,,,,,,,,,,,,,,,,,,,,,2018年05月24日  13:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201908/t20190820_12715765.htm,辽宁省沈抚新区杨官河、拉古工业园区污水处理厂及配套建设工程PPP项目社会资本方采购,"服务/公共设施管理服务/其他市政公共设施管理服务,工程/构筑物施工/市内管道、电缆及其有关工程铺设/其他市政工程施工",辽宁省沈抚新区管理委员会,辽宁省,2019年08月20日  08:10,,,,,,,潘雪彬,024-67980079,辽宁省沈阳市浑南区金枫街75-1通航大厦5层,潘雪彬024-67980079,辽宁国华招标有限公司,沈阳市沈河区大西路339号银基发展大厦七层,冯天024-82900799,,,2019年08月20日 08:10,2019年04月28日,2019年08月13日,吴海建、郭宇大、张月杰、李根芳、赵柏冬、颜廷彪、孙德鑫。,￥0.000000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/oss/download?uuid=9E9CB376C50DEB8DF0058D51C6C3F9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201709/t20170901_8781906.htm,沈阳市沈北新区水务PPP项目,"服务/能源的生产和分配服务/水的生产和分配,服务/环境服务/水污染治理服务/污水治理及其再生利用服务",沈阳市沈北新区国有资产管理办公室 、沈阳市沈北新区城乡建设管理局 ,沈北新区,2017年09月01日  13:24,,,,,,,宾华、蒋衍、郑婷,024-23180489-811   ,沈阳市沈北新区明珠路1号,联系人：张雅南、马子娇   联系方式：024-88043150、024-88041475,辽宁合建招投标代理有限公司,沈阳市和平区青年大街386号华阳国际大厦22楼,项目负责人：宾华、蒋衍、郑婷   联系电话：024-23180489-811,,,2017年09月01日 13:24,2017年08月04日,,,,,,,,,,,,,,,,,2017年08月30日,王泽光、张继红、张雅南、曲翔滨、王延松、董仲涛、吴海燕、王俊清、李论,￥0 万元（人民币）,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/dylygg/201805/t20180523_9974532.htm,污水厂污泥处置项目,服务/专业技术服务/其他专业技术服务,沈阳沈北水务有限公司,市辖区,2018年05月23日  15:49,,,,,,￥1175万元（人民币）,潘晓囡,024-67767750、024-22853669-8619,沈阳市沈北新区,于部长024-88921531,辽宁宏基招投标咨询有限公司,沈阳市沈河区九纬路46号6楼603室,潘晓囡024-67767750、024-22853669-8619,,,2018年05月23日 15:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfbx/gkzb/201408/t20140811_3683380.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201706/t20170607_8348442.htm,嵩县农村饮水安全工程建设管理局关于嵩县2017年农村饮水安全巩固提升工程招标公告,,嵩县农村饮水安全工程建设管理局,河南省,2017年06月07日  18:01, 2017年06月07日  17:53  至  2017年06月07日  17:53,￥0,无,2017年06月07日  17:53,无,￥0万元（人民币）,张先生 ,0371-55679799  ,洛阳市嵩县白云大道1号,13938885256,河南大明建设工程管理有限公司,郑州市花园路27号河南省科技信息大厦12楼,0371-55679799  ,,,2017年06月07日 18:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201502/t20150211_5005758.htm,,,,,,,,,,,,,,,,,,,,,2015年02月11日 17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201510/t20151029_6056425.htm,,,,,,,,,,,,,,,,,,,,,2015年10月29日 16:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202001/t20200103_13701554.htm,肇源县公安局智能档案管理系统采购B,,肇源县公安局,大庆市,2020年01月03日  17:04, 2020年01月03日  16:35  至  2020年01月15日  09:30,￥0,详见招标文件,2020年01月15日  09:30,详见招标文件,￥125.350000万元（人民币）,李冠阳,0459-4671753,肇源县公安局 ,18846679995,黑龙江省大庆市公共资源交易中心,大庆市行政服务中心三楼采购中心,0459—4671892,,,2020年01月03日 17:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201709/t20170901_8785182.htm,达茂联合旗城镇基础设施建设PPP项目,,达茂联合旗住房和城乡规划建设局,达尔罕茂明安联合旗,2017年09月01日  17:15,,,,,,,萨日娜,13347097826,达茂旗百灵庙镇,常国富13848233718,内蒙古正源信通项目管理有限公司,包头市青山区万达广场写字楼A座1601室,萨日娜13347097826,资格预审公告（定稿）.doc,,2017年09月01日 17:15,,,,,2017年09月22日  09:30 ,"	2017年09月22日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201901/t20190120_11543442.htm,包采公〔2018〕7039号,,包头市达茂旗教育局,包头市,2019年01月20日  07:55,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,北京维公工程项目管理有限公司,详见公告正文,详见公告正文,,,2019年01月20日 07:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201904/t20190402_11845207.htm,灵武市污水处理厂、东塔镇污水处理厂PPP项目,服务/其他服务,灵武市综合执法局,银川市,2019年04月02日  12:57,,,,,,,马宁,0951-4669000,银川,13995018100,北京京园诚得信工程管理有限公司,北京市昌平区昌盛路12号乐华仕健康产业园9号楼,0951-3805777,,,2019年04月02日 12:57,,,,,,,,,2019年04月02日  12:57至2019年04月10日  18:00,详情请见正文,2019年04月02日  12:57至2019年04月10日  18:00,详情请见正文,详见公告正文,详情见正文,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201708/t20170808_8651074.htm,中山市东升镇污水处理厂网一体化PPP项目预中标结果（含合同文本）公示,工程/工程准备/工程排水施工,中山市东升镇污水处理有限公司,广东省,2017年08月08日  16:01,,,,,,,袁雪莉 ,0760-88633721、13531783137,中山市东升镇胜龙村＂天盛围＂,李建友    0760-22219986 ,广州市国际工程咨询公司,中山市东区松苑路金龙横街26号101（中山分公司）,袁雪莉  0760-88633721、13531783137 ,,,2017年08月08日 16:01,2017年06月13日,2017年08月02日,3名工程类专家，1名财务类专家，1名法律类专家,￥0 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201604/t20160413_6669668.htm,喀喇沁旗锦山污水处理厂(新建)、中水回用及管网PPP项目 ,,,内蒙古自治区,2016年04月13日  08:46,,,,,,,张先生,13947625577,,,喀喇沁旗众和工程招标代理有限责任公司,喀喇沁旗锦山镇弘坤乐园小区2-2-401室,慕洪英 18955139888,公告.docx,,2016年04月13日 08:46,,,,,2016年05月06日  09:00 ,"	2016年04月14日",,,,,,,,,喀喇沁旗住房和城乡建设局,喀喇沁旗锦山镇,张先生13947625577,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201712/t20171226_9401126.htm,连州市PPP模式整县推进村镇污水处理设施建设项目,,连州市住房和城乡规划建设局,广东省,2017年12月26日  17:47,,,,,,,谢工,18617312389,清远市连州市北湖路66号,夏科 13926608757,广东省建筑工程监理有限公司,18617312389,谢工,！资格预审文件（连州ppp项目）初稿12.25（预发布稿-建筑监理）--准备发布.pdf,,2017年12月26日 17:47,,,,,2018年01月17日  09:30 ,"	2018年01月17日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201811/t20181107_11054677.htm,通城县城市污水处理厂扩容升级改造及配套管网工程PPP项目,工程,通城县住房和城乡建设局,湖北省,2018年11月07日  12:48,,,,,,,null,null,null,null,湖北永诚工程咨询有限公司,null,null,,,2018年11月07日 12:48,2018年11月07日,2018年10月10日,"张剑虹,吴丹,何俐霞,余大鸣,胡果",￥16213.170000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
